item_id,title,brand,category_id,domain_id,price,base_price,original_price,currency,condition,seller_id,free_shipping,logistic_type,available_quantity,listing_type_id,permalink,status,catalog_listing,catalog_product_id,seller_city,seller_state,seller_country
MLB3706127039,Google Chromecast Com Google Tv (4k) - Desfrute De Filmes E Shows Ao Vivo Em 4k Hdr - Snow Color,Google,MLB133950,MLB-STREAMING_MEDIA_DEVICES,549.99,549.99,,BRL,new,276901797,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3706127039-google-chromecast-com-google-tv-4k-desfrute-de-filmes-e-shows-ao-vivo-em-4k-hdr-snow-color-_JM,active,True,MLB34921279,São Paulo,São Paulo,Brasil
MLB3403378185,Kit 5 Suporte Para Google Home - Teto Ou Parede Gesso,Google,MLB278167,MLB-SMART_SPEAKERS,160.0,160.0,,BRL,new,56044515,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3403378185-kit-5-suporte-para-google-home-teto-ou-parede-gesso-_JM,active,False,,Itapira,São Paulo,Brasil
MLB3902504025,Mi Stick Tv Xiaomi 8gb Full Hd,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,329.99,329.99,,BRL,new,276901797,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3902504025-mi-stick-tv-xiaomi-8gb-full-hd-_JM,active,False,MLB42839909,São Paulo,São Paulo,Brasil
MLB5099156602,Mi Tv Box S 2a Geração 4k Mdz-28-aa Google Tv Preto,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,549.9,549.9,,BRL,new,1638445797,True,fulfillment,,gold_special,https://produto.mercadolivre.com.br/MLB-5099156602-mi-tv-box-s-2a-geraco-4k-mdz-28-aa-google-tv-preto-_JM,active,False,MLB23069361,Campinas,São Paulo,Brasil
MLB3807091485,Controle Remoto Google Chromecast Tv 4 1080p Fhd Wifi Hdmi Cor Branca,Google,MLB133950,MLB-STREAMING_MEDIA_DEVICES,549.99,549.99,,BRL,new,658759505,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3807091485-controle-remoto-google-chromecast-tv-4-1080p-fhd-wifi-hdmi-cor-branca-_JM,active,True,MLB35715335,São Paulo,São Paulo,Brasil
MLB3871007025,Xiaomi Mi Box S Mdz-22-ab 1ª Geração 4k 8gb Preto 2gb Ram Com Comando De Voz,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,444,444,,BRL,new,352640462,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3871007025-xiaomi-mi-box-s-mdz-22-ab-1-geraco-4k-8gb-preto-2gb-ram-com-comando-de-voz-_JM,active,True,MLB13877783,São Bernardo do Campo,São Paulo,Brasil
MLB3972130999,Roku Express Dispositivo De Streaming Para Tv Com Controle,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,445.75,445.75,,BRL,new,235500802,True,xd_drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3972130999-roku-express-dispositivo-de-streaming-para-tv-com-controle-_JM,active,False,MLB21087858,Vargem Grande Paulista,São Paulo,Brasil
MLB2100434163,Suporte Para Google Home Mini Mesa,Google,MLB278167,MLB-SMART_SPEAKERS,23.45,23.45,,BRL,new,182952885,False,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-2100434163-suporte-para-google-home-mini-mesa-_JM,active,False,MLB15541914,Ibirité,Minas Gerais,Brasil
MLB3345180013,Xiaomi Mi Tv Stick Full Hd 8gb/1gb Ram Original Lacrado ,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,376.56,376.56,,BRL,new,525512368,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3345180013-xiaomi-mi-tv-stick-full-hd-8gb1gb-ram-original-lacrado-_JM,active,False,MLB37678994,São Paulo,São Paulo,Brasil
MLB5138504704,Google Chromecast 3 Chromecast 3 Full Hd De 3ª Geração,Google,MLB133950,MLB-STREAMING_MEDIA_DEVICES,450,450,,BRL,new,625935699,True,drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-5138504704-google-chromecast-3-chromecast-3-full-hd-de-3-geraco-_JM,active,True,MLB21615680,São Paulo,São Paulo,Brasil
MLB3734881009,Kit Com 5 Receptor Streaming Express Player Full Hd Roku,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,1375.0,1375.0,,BRL,new,1236222522,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3734881009-kit-com-5-receptor-streaming-express-player-full-hd-roku-_JM,active,False,,Itajaí,Santa Catarina,Brasil
MLB4241560134,Xiaomi Mi Tv Stick Mdz-24-aa De Voz Full Hd 8gb Preto,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,299,299,,BRL,new,521502117,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-4241560134-xiaomi-mi-tv-stick-mdz-24-aa-de-voz-full-hd-8gb-preto-_JM,active,False,MLB15984002,São Bernardo do Campo,São Paulo,Brasil
MLB5270046714,Mi Tv Stick Xiaomi Fhd,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,319.9,319.9,,BRL,new,1823173217,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-5270046714-mi-tv-stick-xiaomi-fhd-_JM,active,False,MLB23284243,São Paulo,São Paulo,Brasil
MLB5024794816,Mi Tv Stick Xiaomi 4k Controle De Voz Full Hd 2ª Geração ,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,420.99,420.99,,BRL,new,277465680,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-5024794816-mi-tv-stick-xiaomi-4k-controle-de-voz-full-hd-2-geraco-_JM,active,False,MLB22726626,São Paulo,São Paulo,Brasil
MLB5216494912,Xiaomi Mi Box S 4k 8gb Com 2gb De Memória Ram,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,499.99,499.99,,BRL,new,658759505,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-5216494912-xiaomi-mi-box-s-4k-8gb-com-2gb-de-memoria-ram-_JM,active,False,MLB24219630,São Paulo,São Paulo,Brasil
MLB4775278314,Kit Com 5 Receptor Streaming Express Player Full Hd Roku,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,1375.0,1375.0,,BRL,new,1659464508,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-4775278314-kit-com-5-receptor-streaming-express-player-full-hd-roku-_JM,active,False,,Itajaí,Santa Catarina,Brasil
MLB3947429539,Xiaomi Mi Tv Box S 4k 2nd Gen Geração Fonte Padrão Brasil,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,509.99,509.99,,BRL,new,1028695552,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3947429539-xiaomi-mi-tv-box-s-4k-2nd-gen-geraco-fonte-padro-brasil-_JM,active,False,MLB25917286,Serra,Espírito Santo,Brasil
MLB3709940283,Roku Express Streaming - Full Hd - Controle Remoto - Wi-fi,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,269,269,,BRL,new,15922058,True,xd_drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3709940283-roku-express-streaming-full-hd-controle-remoto-wi-fi-_JM,active,False,MLB15970893,Santo André,São Paulo,Brasil
MLB3899361399,Google Chromecast 4k Chromecast With Google Tv Ga01919-us 4ª Geração De Voz 4k 8gb Sky Com 2gb De Memória Ram,Google,MLB133950,MLB-STREAMING_MEDIA_DEVICES,549.99,549.99,,BRL,new,1659484909,True,drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3899361399-google-chromecast-4k-chromecast-with-google-tv-ga01919-us-4-geraco-de-voz-4k-8gb-sky-com-2gb-de-memoria-ram-_JM,active,True,MLB16233187,Presidente Prudente,São Paulo,Brasil
MLB3734932343,Kit Com 2 Receptor Streaming Express Player Full Hd Roku,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,550,550,,BRL,new,1236222522,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3734932343-kit-com-2-receptor-streaming-express-player-full-hd-roku-_JM,active,False,,Itajaí,Santa Catarina,Brasil
MLB5250310660,Chromecast 2 Full Hd Wifi Streaming De Vídeo Netflix Cor Preto,Google,MLB133950,MLB-STREAMING_MEDIA_DEVICES,599.9,599.9,,BRL,new,76287039,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-5250310660-chromecast-2-full-hd-wifi-streaming-de-video-netflix-cor-preto-_JM,active,True,MLB24434229,Uberaba,Minas Gerais,Brasil
MLB3734932323,Kit Com  3 Receptor Streaming Express Player Full Hd Roku,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,825.0,825.0,,BRL,new,1236222522,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3734932323-kit-com-3-receptor-streaming-express-player-full-hd-roku-_JM,active,False,,Itajaí,Santa Catarina,Brasil
MLB5254985970,Apple Tv A2169 2ª Geração 2021 De Voz 4k 32gb Preto,Apple,MLB133950,MLB-STREAMING_MEDIA_DEVICES,1599,1599,,BRL,new,62634729,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-5254985970-apple-tv-a2169-2-geraco-2021-de-voz-4k-32gb-preto-_JM,active,True,MLB18385616,Rio de Janeiro,Rio de Janeiro,Brasil
MLB3689171166,Xiaomi Mi Tv Box S 2ª Geração 4k Mdz-28-aa Google Tv ,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,499.99,499.99,,BRL,new,1116714992,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3689171166-xiaomi-mi-tv-box-s-2-geraco-4k-mdz-28-aa-google-tv-_JM,active,False,MLB23069361,São Paulo,São Paulo,Brasil
MLB2094584917,Chromecast 4 Original Google Tv De Voz 4k 8gb Cromecast Nfe,Google,MLB133950,MLB-STREAMING_MEDIA_DEVICES,620,620,,BRL,new,82981918,True,fulfillment,,gold_special,https://produto.mercadolivre.com.br/MLB-2094584917-chromecast-4-original-google-tv-de-voz-4k-8gb-cromecast-nfe-_JM,active,False,MLB16233184,Fernandópolis,São Paulo,Brasil
MLB3514538493,Xiaomi Mi Box S Controle De Voz 4k 8gb Preto Com 2gb De Ram,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,545.7,545.7,,BRL,new,429944911,True,xd_drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3514538493-xiaomi-mi-box-s-controle-de-voz-4k-8gb-preto-com-2gb-de-ram-_JM,active,False,MLB13877782,São Paulo,São Paulo,Brasil
MLB3920480839,Mi Tv Stick Android Com Controle De Voz Portátil Xiaomi Cor Preto,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,310,310,,BRL,new,521502117,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3920480839-mi-tv-stick-android-com-controle-de-voz-portatil-xiaomi-cor-preto-_JM,active,True,MLB44015066,São Bernardo do Campo,São Paulo,Brasil
MLB3315494921,Xiaomi Mi Box S 2nd Geração Mdz-28-aa 4k 8gb 2gb Ram,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,579.9,579.9,,BRL,new,1123150487,True,xd_drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3315494921-xiaomi-mi-box-s-2nd-geraco-mdz-28-aa-4k-8gb-2gb-ram-_JM,active,False,MLB23069361,Marília,São Paulo,Brasil
MLB3917710091,Xiaomi Mi Tv Stick 4k 2gb Ram Apps Deixa Tv Smart Original,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,479.98,479.98,,BRL,new,142176597,True,fulfillment,,gold_pro,https://produto.mercadolivre.com.br/MLB-3917710091-xiaomi-mi-tv-stick-4k-2gb-ram-apps-deixa-tv-smart-original-_JM,active,False,,Sumaré,São Paulo,Brasil
